ROW,STRATA_ID,SLOPE_CAT,LU_CAT,SLOPE_RANGE,ENV_RANGE,LU_RANGE,clc_level3,clc_level2,clc_level1,LEVEL_LU,ENV_CAT_CODE,ENV_CAT,LULUCF_CODE,LULUCF_DESCRIPTION,LULUCF_CODE_L2,LULUCF_DESCRIPTION_L2
1104,305,MODERATE,Artificial_surfaces,"[15, 30]",11,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MDM,Mediterranean_mountains,SL,Settlements,SL,Settlements
1105,305,MODERATE,Artificial_surfaces,"[15, 30]",11,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MDM,Mediterranean_mountains,SL,Settlements,SL,Settlements
1106,305,MODERATE,Artificial_surfaces,"[15, 30]",11,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MDM,Mediterranean_mountains,SL,Settlements,SL,Settlements
1107,305,MODERATE,Artificial_surfaces,"[15, 30]",11,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,MDM,Mediterranean_mountains,SL,Settlements,SL,Settlements
1108,305,MODERATE,Artificial_surfaces,"[15, 30]",11,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,MDM,Mediterranean_mountains,SL,Settlements,SL,Settlements
1109,305,MODERATE,Artificial_surfaces,"[15, 30]",11,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,MDM,Mediterranean_mountains,SL,Settlements,SL,Settlements
1110,305,MODERATE,Artificial_surfaces,"[15, 30]",11,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,MDM,Mediterranean_mountains,SL,Settlements,SL,Settlements
1111,305,MODERATE,Artificial_surfaces,"[15, 30]",11,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,MDM,Mediterranean_mountains,SL,Settlements,SL,Settlements
1112,306,MODERATE,Non_irrigated_arable_land,"[15, 30]",11,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,MDM,Mediterranean_mountains,CL,Cropland,ACL,Arable cropland
1113,307,MODERATE,Permanently_irrigated_arable_land,"[15, 30]",11,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,MDM,Mediterranean_mountains,CL,Cropland,ACL,Arable cropland
1114,308,MODERATE,Rice_fields,"[15, 30]",11,213,Rice fields,Arable land,Agricultural areas,SOC_classif,MDM,Mediterranean_mountains,CL,Cropland,ACL,Arable cropland
1115,309,MODERATE,Permanent_crops,"[15, 30]",11,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,MDM,Mediterranean_mountains,CL,Cropland,PCL,Permanent cropland
1116,309,MODERATE,Permanent_crops,"[15, 30]",11,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,MDM,Mediterranean_mountains,CL,Cropland,PCL,Permanent cropland
1117,309,MODERATE,Permanent_crops,"[15, 30]",11,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,MDM,Mediterranean_mountains,CL,Cropland,PCL,Permanent cropland
1118,310,MODERATE,Pasture,"[15, 30]",11,231,Pastures,Pastures,Agricultural areas,SOC_classif,MDM,Mediterranean_mountains,GL,Grassland,GL,Grassland
1119,311,MODERATE,Heterogeneous_agro,"[15, 30]",11,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MDM,Mediterranean_mountains,CL,Cropland,ACL,Arable cropland
1120,311,MODERATE,Heterogeneous_agro,"[15, 30]",11,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MDM,Mediterranean_mountains,CL,Cropland,ACL,Arable cropland
1121,311,MODERATE,Heterogeneous_agro,"[15, 30]",11,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MDM,Mediterranean_mountains,CL,Cropland,ACL,Arable cropland
1122,311,MODERATE,Heterogeneous_agro,"[15, 30]",11,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MDM,Mediterranean_mountains,CL,Cropland,AFCL,Agroforestry cropland
1123,312,MODERATE,Broadleaved_forest,"[15, 30]",11,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,MDM,Mediterranean_mountains,FL,Forest land,FL,Forest land
1124,313,MODERATE,Coniferous_forest,"[15, 30]",11,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,MDM,Mediterranean_mountains,FL,Forest land,FL,Forest land
1125,314,MODERATE,Mixed_forest,"[15, 30]",11,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,MDM,Mediterranean_mountains,FL,Forest land,FL,Forest land
1126,315,MODERATE,Natural_grassland,"[15, 30]",11,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MDM,Mediterranean_mountains,GL,Grassland,GL,Grassland
1127,316,MODERATE,Moors_heathland,"[15, 30]",11,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MDM,Mediterranean_mountains,GL,Grassland,GL,Grassland
1128,317,MODERATE,Sclerophyllous_veg,"[15, 30]",11,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MDM,Mediterranean_mountains,GL,Grassland,GL,Grassland
1129,318,MODERATE,Transitional_woodland_shrub,"[15, 30]",11,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MDM,Mediterranean_mountains,FL,Forest land,FL,Forest land
1130,319,MODERATE,Open_spaces_little_no_veg,"[15, 30]",11,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDM,Mediterranean_mountains,OL,Other land,OL,Other land
1131,319,MODERATE,Open_spaces_little_no_veg,"[15, 30]",11,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDM,Mediterranean_mountains,OL,Other land,OL,Other land
1132,319,MODERATE,Open_spaces_little_no_veg,"[15, 30]",11,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDM,Mediterranean_mountains,OL,Other land,OL,Other land
1133,319,MODERATE,Open_spaces_little_no_veg,"[15, 30]",11,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDM,Mediterranean_mountains,FL,Forest land,FL,Forest land
1134,319,MODERATE,Open_spaces_little_no_veg,"[15, 30]",11,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDM,Mediterranean_mountains,OL,Other land,OL,Other land
1135,320,MODERATE,Wetlands,"[15, 30]",11,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,MDM,Mediterranean_mountains,WL,Wetlands,WL,Wetlands
1136,320,MODERATE,Wetlands,"[15, 30]",11,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,MDM,Mediterranean_mountains,WL,Wetlands,WL,Wetlands
1137,320,MODERATE,Wetlands,"[15, 30]",11,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,MDM,Mediterranean_mountains,WL,Wetlands,WL,Wetlands
1138,320,MODERATE,Wetlands,"[15, 30]",11,422,Salines,Coastal wetlands,Wetlands,SOC_classif,MDM,Mediterranean_mountains,WL,Wetlands,WL,Wetlands
1139,320,MODERATE,Wetlands,"[15, 30]",11,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,MDM,Mediterranean_mountains,WL,Wetlands,WL,Wetlands
1140,320,MODERATE,Wetlands,"[15, 30]",11,511,Water courses,Inland waters,Water bodies,SOC_classif,MDM,Mediterranean_mountains,WL,Wetlands,WL,Wetlands
1141,320,MODERATE,Wetlands,"[15, 30]",11,512,Water bodies,Inland waters,Water bodies,SOC_classif,MDM,Mediterranean_mountains,WL,Wetlands,WL,Wetlands
1142,320,MODERATE,Wetlands,"[15, 30]",11,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,MDM,Mediterranean_mountains,WL,Wetlands,WL,Wetlands
1143,320,MODERATE,Wetlands,"[15, 30]",11,522,Estuaries,Coastal waters,Water bodies,SOC_classif,MDM,Mediterranean_mountains,WL,Wetlands,WL,Wetlands
1144,320,MODERATE,Wetlands,"[15, 30]",11,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,MDM,Mediterranean_mountains,WL,Wetlands,WL,Wetlands
1145,321,MODERATE,Artificial_surfaces,"[15, 30]",12,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,MDN,Mediterranean_north,SL,Settlements,SL,Settlements
1146,321,MODERATE,Artificial_surfaces,"[15, 30]",12,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,MDN,Mediterranean_north,SL,Settlements,SL,Settlements
1147,321,MODERATE,Artificial_surfaces,"[15, 30]",12,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MDN,Mediterranean_north,SL,Settlements,SL,Settlements
1148,321,MODERATE,Artificial_surfaces,"[15, 30]",12,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MDN,Mediterranean_north,SL,Settlements,SL,Settlements
1149,321,MODERATE,Artificial_surfaces,"[15, 30]",12,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MDN,Mediterranean_north,SL,Settlements,SL,Settlements
1150,321,MODERATE,Artificial_surfaces,"[15, 30]",12,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MDN,Mediterranean_north,SL,Settlements,SL,Settlements
1151,321,MODERATE,Artificial_surfaces,"[15, 30]",12,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,MDN,Mediterranean_north,SL,Settlements,SL,Settlements
1152,321,MODERATE,Artificial_surfaces,"[15, 30]",12,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,MDN,Mediterranean_north,SL,Settlements,SL,Settlements
1153,321,MODERATE,Artificial_surfaces,"[15, 30]",12,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,MDN,Mediterranean_north,SL,Settlements,SL,Settlements
1154,321,MODERATE,Artificial_surfaces,"[15, 30]",12,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,MDN,Mediterranean_north,SL,Settlements,SL,Settlements
1155,321,MODERATE,Artificial_surfaces,"[15, 30]",12,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,MDN,Mediterranean_north,SL,Settlements,SL,Settlements
1156,322,MODERATE,Non_irrigated_arable_land,"[15, 30]",12,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,MDN,Mediterranean_north,CL,Cropland,ACL,Arable cropland
1157,323,MODERATE,Permanently_irrigated_arable_land,"[15, 30]",12,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,MDN,Mediterranean_north,CL,Cropland,ACL,Arable cropland
1158,324,MODERATE,Rice_fields,"[15, 30]",12,213,Rice fields,Arable land,Agricultural areas,SOC_classif,MDN,Mediterranean_north,CL,Cropland,ACL,Arable cropland
1159,325,MODERATE,Permanent_crops,"[15, 30]",12,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,MDN,Mediterranean_north,CL,Cropland,PCL,Permanent cropland
1160,325,MODERATE,Permanent_crops,"[15, 30]",12,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,MDN,Mediterranean_north,CL,Cropland,PCL,Permanent cropland
1161,325,MODERATE,Permanent_crops,"[15, 30]",12,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,MDN,Mediterranean_north,CL,Cropland,PCL,Permanent cropland
1162,326,MODERATE,Pasture,"[15, 30]",12,231,Pastures,Pastures,Agricultural areas,SOC_classif,MDN,Mediterranean_north,GL,Grassland,GL,Grassland
1163,327,MODERATE,Heterogeneous_agro,"[15, 30]",12,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MDN,Mediterranean_north,CL,Cropland,ACL,Arable cropland
1164,327,MODERATE,Heterogeneous_agro,"[15, 30]",12,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MDN,Mediterranean_north,CL,Cropland,ACL,Arable cropland
1165,327,MODERATE,Heterogeneous_agro,"[15, 30]",12,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MDN,Mediterranean_north,CL,Cropland,ACL,Arable cropland
1166,327,MODERATE,Heterogeneous_agro,"[15, 30]",12,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MDN,Mediterranean_north,CL,Cropland,AFCL,Agroforestry cropland
1167,328,MODERATE,Broadleaved_forest,"[15, 30]",12,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,MDN,Mediterranean_north,FL,Forest land,FL,Forest land
1168,329,MODERATE,Coniferous_forest,"[15, 30]",12,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,MDN,Mediterranean_north,FL,Forest land,FL,Forest land
1169,330,MODERATE,Mixed_forest,"[15, 30]",12,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,MDN,Mediterranean_north,FL,Forest land,FL,Forest land
1170,331,MODERATE,Natural_grassland,"[15, 30]",12,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MDN,Mediterranean_north,GL,Grassland,GL,Grassland
1171,332,MODERATE,Moors_heathland,"[15, 30]",12,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MDN,Mediterranean_north,GL,Grassland,GL,Grassland
1172,333,MODERATE,Sclerophyllous_veg,"[15, 30]",12,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MDN,Mediterranean_north,GL,Grassland,GL,Grassland
1173,334,MODERATE,Transitional_woodland_shrub,"[15, 30]",12,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MDN,Mediterranean_north,FL,Forest land,FL,Forest land
1174,335,MODERATE,Open_spaces_little_no_veg,"[15, 30]",12,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDN,Mediterranean_north,OL,Other land,OL,Other land
1175,335,MODERATE,Open_spaces_little_no_veg,"[15, 30]",12,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDN,Mediterranean_north,OL,Other land,OL,Other land
1176,335,MODERATE,Open_spaces_little_no_veg,"[15, 30]",12,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDN,Mediterranean_north,OL,Other land,OL,Other land
1177,335,MODERATE,Open_spaces_little_no_veg,"[15, 30]",12,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDN,Mediterranean_north,FL,Forest land,FL,Forest land
1178,335,MODERATE,Open_spaces_little_no_veg,"[15, 30]",12,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDN,Mediterranean_north,OL,Other land,OL,Other land
1179,336,MODERATE,Wetlands,"[15, 30]",12,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,MDN,Mediterranean_north,WL,Wetlands,WL,Wetlands
1180,336,MODERATE,Wetlands,"[15, 30]",12,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,MDN,Mediterranean_north,WL,Wetlands,WL,Wetlands
1181,336,MODERATE,Wetlands,"[15, 30]",12,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,MDN,Mediterranean_north,WL,Wetlands,WL,Wetlands
1182,336,MODERATE,Wetlands,"[15, 30]",12,422,Salines,Coastal wetlands,Wetlands,SOC_classif,MDN,Mediterranean_north,WL,Wetlands,WL,Wetlands
1183,336,MODERATE,Wetlands,"[15, 30]",12,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,MDN,Mediterranean_north,WL,Wetlands,WL,Wetlands
1184,336,MODERATE,Wetlands,"[15, 30]",12,511,Water courses,Inland waters,Water bodies,SOC_classif,MDN,Mediterranean_north,WL,Wetlands,WL,Wetlands
1185,336,MODERATE,Wetlands,"[15, 30]",12,512,Water bodies,Inland waters,Water bodies,SOC_classif,MDN,Mediterranean_north,WL,Wetlands,WL,Wetlands
1186,336,MODERATE,Wetlands,"[15, 30]",12,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,MDN,Mediterranean_north,WL,Wetlands,WL,Wetlands
1187,336,MODERATE,Wetlands,"[15, 30]",12,522,Estuaries,Coastal waters,Water bodies,SOC_classif,MDN,Mediterranean_north,WL,Wetlands,WL,Wetlands
1188,336,MODERATE,Wetlands,"[15, 30]",12,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,MDN,Mediterranean_north,WL,Wetlands,WL,Wetlands
1189,337,MODERATE,Artificial_surfaces,"[15, 30]",13,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,MDS,Mediterranean_south,SL,Settlements,SL,Settlements
1190,337,MODERATE,Artificial_surfaces,"[15, 30]",13,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,MDS,Mediterranean_south,SL,Settlements,SL,Settlements
1191,337,MODERATE,Artificial_surfaces,"[15, 30]",13,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MDS,Mediterranean_south,SL,Settlements,SL,Settlements
1192,337,MODERATE,Artificial_surfaces,"[15, 30]",13,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MDS,Mediterranean_south,SL,Settlements,SL,Settlements
1193,337,MODERATE,Artificial_surfaces,"[15, 30]",13,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MDS,Mediterranean_south,SL,Settlements,SL,Settlements
1194,337,MODERATE,Artificial_surfaces,"[15, 30]",13,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MDS,Mediterranean_south,SL,Settlements,SL,Settlements
1195,337,MODERATE,Artificial_surfaces,"[15, 30]",13,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,MDS,Mediterranean_south,SL,Settlements,SL,Settlements
1196,337,MODERATE,Artificial_surfaces,"[15, 30]",13,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,MDS,Mediterranean_south,SL,Settlements,SL,Settlements
1197,337,MODERATE,Artificial_surfaces,"[15, 30]",13,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,MDS,Mediterranean_south,SL,Settlements,SL,Settlements
1198,337,MODERATE,Artificial_surfaces,"[15, 30]",13,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,MDS,Mediterranean_south,SL,Settlements,SL,Settlements
1199,337,MODERATE,Artificial_surfaces,"[15, 30]",13,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,MDS,Mediterranean_south,SL,Settlements,SL,Settlements
1200,338,MODERATE,Non_irrigated_arable_land,"[15, 30]",13,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,MDS,Mediterranean_south,CL,Cropland,ACL,Arable cropland
1201,339,MODERATE,Permanently_irrigated_arable_land,"[15, 30]",13,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,MDS,Mediterranean_south,CL,Cropland,ACL,Arable cropland
1202,340,MODERATE,Rice_fields,"[15, 30]",13,213,Rice fields,Arable land,Agricultural areas,SOC_classif,MDS,Mediterranean_south,CL,Cropland,ACL,Arable cropland
1203,341,MODERATE,Permanent_crops,"[15, 30]",13,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,MDS,Mediterranean_south,CL,Cropland,PCL,Permanent cropland
1204,341,MODERATE,Permanent_crops,"[15, 30]",13,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,MDS,Mediterranean_south,CL,Cropland,PCL,Permanent cropland
1205,341,MODERATE,Permanent_crops,"[15, 30]",13,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,MDS,Mediterranean_south,CL,Cropland,PCL,Permanent cropland
1206,342,MODERATE,Pasture,"[15, 30]",13,231,Pastures,Pastures,Agricultural areas,SOC_classif,MDS,Mediterranean_south,GL,Grassland,GL,Grassland
1207,343,MODERATE,Heterogeneous_agro,"[15, 30]",13,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MDS,Mediterranean_south,CL,Cropland,ACL,Arable cropland
1208,343,MODERATE,Heterogeneous_agro,"[15, 30]",13,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MDS,Mediterranean_south,CL,Cropland,ACL,Arable cropland
1209,343,MODERATE,Heterogeneous_agro,"[15, 30]",13,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MDS,Mediterranean_south,CL,Cropland,ACL,Arable cropland
1210,343,MODERATE,Heterogeneous_agro,"[15, 30]",13,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MDS,Mediterranean_south,CL,Cropland,AFCL,Agroforestry cropland
1211,344,MODERATE,Broadleaved_forest,"[15, 30]",13,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,MDS,Mediterranean_south,FL,Forest land,FL,Forest land
1212,345,MODERATE,Coniferous_forest,"[15, 30]",13,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,MDS,Mediterranean_south,FL,Forest land,FL,Forest land
1213,346,MODERATE,Mixed_forest,"[15, 30]",13,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,MDS,Mediterranean_south,FL,Forest land,FL,Forest land
1214,347,MODERATE,Natural_grassland,"[15, 30]",13,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MDS,Mediterranean_south,GL,Grassland,GL,Grassland
1215,348,MODERATE,Moors_heathland,"[15, 30]",13,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MDS,Mediterranean_south,GL,Grassland,GL,Grassland
1216,349,MODERATE,Sclerophyllous_veg,"[15, 30]",13,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MDS,Mediterranean_south,GL,Grassland,GL,Grassland
1217,350,MODERATE,Transitional_woodland_shrub,"[15, 30]",13,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MDS,Mediterranean_south,FL,Forest land,FL,Forest land
1218,351,MODERATE,Open_spaces_little_no_veg,"[15, 30]",13,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDS,Mediterranean_south,OL,Other land,OL,Other land
1219,351,MODERATE,Open_spaces_little_no_veg,"[15, 30]",13,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDS,Mediterranean_south,OL,Other land,OL,Other land
1220,351,MODERATE,Open_spaces_little_no_veg,"[15, 30]",13,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDS,Mediterranean_south,OL,Other land,OL,Other land
1221,351,MODERATE,Open_spaces_little_no_veg,"[15, 30]",13,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDS,Mediterranean_south,FL,Forest land,FL,Forest land
1222,351,MODERATE,Open_spaces_little_no_veg,"[15, 30]",13,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MDS,Mediterranean_south,OL,Other land,OL,Other land
1223,352,MODERATE,Wetlands,"[15, 30]",13,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,MDS,Mediterranean_south,WL,Wetlands,WL,Wetlands
1224,352,MODERATE,Wetlands,"[15, 30]",13,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,MDS,Mediterranean_south,WL,Wetlands,WL,Wetlands
1225,352,MODERATE,Wetlands,"[15, 30]",13,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,MDS,Mediterranean_south,WL,Wetlands,WL,Wetlands
1226,352,MODERATE,Wetlands,"[15, 30]",13,422,Salines,Coastal wetlands,Wetlands,SOC_classif,MDS,Mediterranean_south,WL,Wetlands,WL,Wetlands
1227,352,MODERATE,Wetlands,"[15, 30]",13,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,MDS,Mediterranean_south,WL,Wetlands,WL,Wetlands
1228,352,MODERATE,Wetlands,"[15, 30]",13,511,Water courses,Inland waters,Water bodies,SOC_classif,MDS,Mediterranean_south,WL,Wetlands,WL,Wetlands
1229,352,MODERATE,Wetlands,"[15, 30]",13,512,Water bodies,Inland waters,Water bodies,SOC_classif,MDS,Mediterranean_south,WL,Wetlands,WL,Wetlands
1230,352,MODERATE,Wetlands,"[15, 30]",13,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,MDS,Mediterranean_south,WL,Wetlands,WL,Wetlands
1231,352,MODERATE,Wetlands,"[15, 30]",13,522,Estuaries,Coastal waters,Water bodies,SOC_classif,MDS,Mediterranean_south,WL,Wetlands,WL,Wetlands
1232,352,MODERATE,Wetlands,"[15, 30]",13,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,MDS,Mediterranean_south,WL,Wetlands,WL,Wetlands
1233,353,MODERATE,Artificial_surfaces,"[15, 30]",14,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,MAC,Macaronesia,SL,Settlements,SL,Settlements
1234,353,MODERATE,Artificial_surfaces,"[15, 30]",14,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,MAC,Macaronesia,SL,Settlements,SL,Settlements
1235,353,MODERATE,Artificial_surfaces,"[15, 30]",14,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MAC,Macaronesia,SL,Settlements,SL,Settlements
1236,353,MODERATE,Artificial_surfaces,"[15, 30]",14,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MAC,Macaronesia,SL,Settlements,SL,Settlements
1237,353,MODERATE,Artificial_surfaces,"[15, 30]",14,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MAC,Macaronesia,SL,Settlements,SL,Settlements
1238,353,MODERATE,Artificial_surfaces,"[15, 30]",14,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,MAC,Macaronesia,SL,Settlements,SL,Settlements
1239,353,MODERATE,Artificial_surfaces,"[15, 30]",14,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,MAC,Macaronesia,SL,Settlements,SL,Settlements
1240,353,MODERATE,Artificial_surfaces,"[15, 30]",14,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,MAC,Macaronesia,SL,Settlements,SL,Settlements
1241,353,MODERATE,Artificial_surfaces,"[15, 30]",14,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,MAC,Macaronesia,SL,Settlements,SL,Settlements
1242,353,MODERATE,Artificial_surfaces,"[15, 30]",14,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,MAC,Macaronesia,SL,Settlements,SL,Settlements
1243,353,MODERATE,Artificial_surfaces,"[15, 30]",14,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,MAC,Macaronesia,SL,Settlements,SL,Settlements
